timestamp,frame_id,laplacian_var,hf_energy,dark_speck_density,local_contrast,haze_veil_index,color_gray_brown_shift,illumination_level,motion_blur_flag
2026-03-16T15:43:56.598Z,209,49.51467,0.0,0.142783,68.301432,0.476686,0.95178,0.476686,0
2026-03-16T15:43:56.741Z,210,50.209086,0.0,0.141904,68.337574,0.477688,0.951762,0.477688,0
2026-03-16T15:43:56.887Z,211,49.375769,0.0,0.149876,68.344072,0.478769,0.951807,0.478769,0
2026-03-16T15:43:57.003Z,212,46.612208,0.0,0.14153,68.436,0.478584,0.951733,0.478584,0
2026-03-16T15:43:57.145Z,213,50.460672,0.0,0.143102,68.721513,0.479635,0.951591,0.479635,0
2026-03-16T15:43:57.287Z,214,49.29802,0.0,0.142295,68.750125,0.479679,0.951684,0.479679,0
2026-03-16T15:43:57.431Z,215,48.992283,0.0,0.143792,68.935505,0.479857,0.951622,0.479857,0
2026-03-16T15:43:57.544Z,216,48.75974,0.0,0.144827,69.045655,0.480029,0.951562,0.480029,0
2026-03-16T15:43:57.656Z,217,48.817881,0.0,0.146162,69.082532,0.479487,0.95137,0.479487,0
2026-03-16T15:43:57.770Z,218,50.822597,0.0,0.148177,69.447367,0.478929,0.951467,0.478929,0
2026-03-16T15:43:57.884Z,219,47.863333,0.0,0.148691,69.485561,0.478859,0.951619,0.478859,0
2026-03-16T15:43:57.998Z,220,47.083283,0.0,0.149863,69.595007,0.478455,0.951595,0.478455,0
2026-03-16T15:43:58.129Z,221,48.546348,0.0,0.144847,69.618208,0.479006,0.951632,0.479006,0
2026-03-16T15:43:58.271Z,222,48.903194,0.0,0.144733,69.619518,0.479124,0.951752,0.479124,0
2026-03-16T15:43:58.419Z,223,48.341691,0.0,0.144883,69.658951,0.478883,0.95173,0.478883,0
2026-03-16T15:43:58.562Z,224,38.438007,0.0,0.145485,69.412828,0.480992,0.951437,0.480992,0
2026-03-16T15:43:58.705Z,225,45.188947,0.0,0.143519,68.072331,0.481701,0.951343,0.481701,0
2026-03-16T15:43:58.847Z,226,51.101476,0.0,0.149525,68.47624,0.48017,0.951513,0.48017,0
2026-03-16T15:43:58.991Z,227,49.515251,0.0,0.141175,68.524251,0.479741,0.951676,0.479741,0
2026-03-16T15:43:59.132Z,228,50.542266,0.0,0.1421,68.485265,0.478165,0.951896,0.478165,0
2026-03-16T15:43:59.271Z,229,48.939892,0.0,0.142533,68.382081,0.477682,0.951956,0.477682,0
2026-03-16T15:43:59.413Z,230,52.974909,0.0,0.149691,68.173384,0.476524,0.951967,0.476524,0
2026-03-16T15:43:59.555Z,231,52.775313,0.0,0.149935,68.119721,0.476085,0.952077,0.476085,0
